classe,name_img,set
dog,2010_003884,train
horse,2010_003890,validation
dog,2010_003891,train
chair dog,2010_003894,train
diningtable,2010_003897,train
boat,2010_003899,train
train,2010_003900,train
boat,2010_003911,train
aeroplane,2010_003915,validation
sheep,2010_003919,validation
dog,2010_003920,validation
bird,2010_003929,train
aeroplane,2010_003933,validation
dog,2010_003938,train
sheep,2010_003939,validation
train,2010_003944,validation
aeroplane,2010_003945,train
sheep,2010_003954,train
train,2010_003956,validation
chair,2010_003957,train
dog,2010_003958,train
dog,2010_003961,validation
cow,2010_003970,validation
chair diningtable,2010_003971,validation
chair diningtable,2010_003976,validation
dog,2010_003980,validation
aeroplane,2010_003983,validation
dog,2010_003987,train
sheep,2010_003996,train
dog,2010_003999,validation
dog,2010_004002,train
boat,2010_004006,validation
aeroplane,2010_004010,validation
dog,2010_004011,train
dog,2010_004017,train
dog,2010_004021,validation
chair,2010_004023,validation
bird,2010_004026,validation
chair,2010_004029,train
cow,2010_004030,train
dog,2010_004036,validation
boat,2010_004041,validation
horse,2010_004045,train
dog,2010_004052,train
chair,2010_004053,train
sheep,2010_004061,train
chair,2010_004062,train
aeroplane,2010_004063,validation
dog,2010_004064,validation
dog sheep,2010_004065,train
sheep,2010_004067,validation
bird,2010_004071,train
sheep,2010_004074,train
train,2010_004075,train
boat,2010_004081,train
aeroplane,2010_004084,train
dog sheep,2010_004089,train
horse,2010_004092,train
chair,2010_004095,validation
sheep,2010_004105,validation
horse,2010_004107,validation
dog,2010_004108,train
aeroplane,2010_004118,train
dog,2010_004121,train
bird,2010_004123,train
boat,2010_004124,validation
chair diningtable,2010_004125,validation
dog,2010_004129,validation
chair,2010_004130,train
bird boat,2010_004138,train
cow,2010_004140,validation
horse,2010_004145,validation
train,2010_004148,train
train,2010_004149,validation
horse,2010_004160,train
dog,2010_004161,validation
dog,2010_004162,train
cow dog,2010_004163,train
dog,2010_004165,validation
train,2010_004168,train
chair,2010_004173,validation
cow,2010_004178,validation
dog,2010_004179,validation
aeroplane,2010_004184,validation
bird,2010_004187,validation
sheep,2010_004188,validation
train,2010_004193,validation
bird,2010_004201,validation
dog,2010_004204,train
chair,2010_004207,validation
boat,2010_004208,validation
cow,2010_004210,train
dog,2010_004211,validation
dog,2010_004216,train
dog,2010_004224,validation
sheep,2010_004225,validation
sheep,2010_004226,validation
dog,2010_004227,validation
horse,2010_004228,validation
chair diningtable,2010_004229,validation
bird,2010_004230,validation
chair diningtable,2010_004231,train
aeroplane,2010_004238,validation
aeroplane,2010_004242,train
horse,2010_004247,train
dog,2010_004248,train
chair,2010_004249,train
bird,2010_004252,train
boat,2010_004253,validation
train,2010_004256,train
sheep,2010_004259,train
cow,2010_004264,train
chair diningtable,2010_004275,train
sheep,2010_004276,train
chair diningtable,2010_004278,validation
dog,2010_004279,validation
cow,2010_004283,train
diningtable,2010_004290,validation
dog,2010_004296,train
dog,2010_004297,validation
dog,2010_004304,validation
chair,2010_004306,train
dog,2010_004311,train
aeroplane,2010_004312,validation
train,2010_004313,validation
aeroplane,2010_004314,validation
cow,2010_004322,validation
horse,2010_004325,train
dog,2010_004327,train
sheep,2010_004332,train
dog,2010_004339,validation
chair dog,2010_004345,validation
train,2010_004350,validation
horse,2010_004351,validation
bird,2010_004352,validation
aeroplane,2010_004357,train
chair,2010_004358,train
chair diningtable,2010_004361,train
dog,2010_004362,validation
chair horse,2010_004363,train
dog,2010_004366,train
dog,2010_004370,train
sheep,2010_004371,train
horse,2010_004374,validation
diningtable,2010_004380,validation
bird,2010_004385,train
chair dog,2010_004387,validation
diningtable,2010_004391,validation
aeroplane,2010_004404,validation
train,2010_004412,train
dog,2010_004417,validation
aeroplane,2010_004419,validation
bird,2010_004420,validation
aeroplane,2010_004423,train
sheep,2010_004428,validation
chair,2010_004429,train
bird sheep,2010_004431,validation
cow sheep,2010_004436,train
dog,2010_004445,train
dog,2010_004450,train
bird,2010_004451,train
aeroplane,2010_004455,validation
cow,2010_004456,validation
dog,2010_004461,validation
chair diningtable,2010_004467,train
train,2010_004469,validation
train,2010_004475,validation
dog,2010_004476,train
horse,2010_004477,train
train,2010_004478,train
bird,2010_004483,validation
boat,2010_004486,validation
dog,2010_004492,train
dog,2010_004493,train
sheep,2010_004499,train
dog,2010_004505,validation
chair,2010_004509,validation
dog,2010_004511,train
sheep,2010_004514,train
horse,2010_004519,validation
bird,2010_004521,train
train,2010_004536,validation
horse,2010_004542,validation
chair,2010_004543,validation
aeroplane,2010_004546,train
dog,2010_004550,validation
bird,2010_004556,validation
aeroplane,2010_004557,validation
bird,2010_004559,validation
sheep,2010_004560,train
boat,2010_004561,train
boat,2010_004567,validation
bird,2010_004570,validation
chair,2010_004573,train
boat,2010_004576,train
dog,2010_004586,validation
chair diningtable,2010_004592,train
diningtable,2010_004597,validation
cow,2010_004598,train
chair,2010_004600,train
aeroplane,2010_004601,train
train,2010_004604,train
aeroplane,2010_004608,validation
dog,2010_004620,train
dog,2010_004628,validation
sheep,2010_004629,validation
dog,2010_004631,train
cow,2010_004635,validation
dog,2010_004642,validation
cow,2010_004655,train
dog,2010_004656,train
bird,2010_004657,train
sheep,2010_004659,validation
diningtable,2010_004660,train
boat,2010_004662,validation
train,2010_004669,train
dog,2010_004672,validation
train,2010_004677,validation
dog,2010_004679,validation
dog,2010_004681,validation
dog,2010_004683,train
sheep,2010_004694,train
sheep,2010_004704,train
sheep,2010_004710,train
chair,2010_004712,train
boat,2010_004714,validation
aeroplane,2010_004721,train
dog,2010_004722,validation
chair diningtable,2010_004726,train
aeroplane,2010_004729,train
dog,2010_004730,train
dog,2010_004733,validation
chair dog,2010_004738,train
diningtable,2010_004741,train
aeroplane,2010_004748,validation
dog,2010_004749,train
dog,2010_004750,validation
diningtable,2010_004751,train
chair,2010_004753,validation
dog,2010_004756,validation
dog,2010_004760,train
chair,2010_004763,validation
dog,2010_004770,train
boat,2010_004772,validation
boat,2010_004773,train
chair,2010_004775,validation
bird,2010_004777,train
chair diningtable,2010_004778,validation
train,2010_004779,validation
chair,2010_004783,validation
chair,2010_004786,validation
cow,2010_004789,validation
aeroplane,2010_004791,train
dog,2010_004792,validation
chair diningtable,2010_004793,train
dog,2010_004795,validation
dog,2010_004797,train
dog,2010_004804,validation
chair,2010_004805,train
dog,2010_004807,train
sheep,2010_004812,train
chair,2010_004813,validation
aeroplane,2010_004817,validation
bird,2010_004821,validation
chair diningtable,2010_004825,validation
train,2010_004826,train
dog,2010_004830,validation
dog,2010_004832,train
bird,2010_004847,train
dog,2010_004849,validation
boat,2010_004852,train
aeroplane,2010_004855,train
horse,2010_004856,validation
sheep,2010_004868,validation
boat,2010_004871,train
chair,2010_004879,train
aeroplane,2010_004888,train
chair,2010_004889,validation
dog,2010_004896,train
dog,2010_004900,train
dog,2010_004901,validation
bird,2010_004906,validation
dog,2010_004908,validation
chair diningtable,2010_004909,validation
chair diningtable,2010_004910,train
horse,2010_004913,train
dog,2010_004916,train
aeroplane,2010_004917,validation
dog,2010_004919,validation
horse,2010_004922,train
dog,2010_004928,train
dog,2010_004931,validation
diningtable,2010_004937,train
aeroplane,2010_004938,train
chair diningtable,2010_004942,train
dog,2010_004945,train
bird,2010_004948,train
boat,2010_004950,train
chair,2010_004952,validation
bird,2010_004953,train
dog,2010_004957,validation
dog,2010_004959,train
bird,2010_004960,train
chair,2010_004962,train
aeroplane,2010_004966,train
dog,2010_004967,validation
dog,2010_004970,train
train,2010_004980,validation
chair,2010_004982,validation
chair diningtable,2010_004983,train
diningtable,2010_004987,train
dog,2010_004989,validation
aeroplane,2010_004991,train
chair diningtable,2010_004992,validation
bird,2010_004994,validation
aeroplane,2010_004998,validation
sheep,2010_005002,train
chair dog,2010_005008,validation
dog,2010_005011,train
bird,2010_005016,train
dog,2010_005018,train
horse,2010_005019,train
chair,2010_005021,validation
aeroplane,2010_005022,train
bird,2010_005023,validation
sheep,2010_005026,validation
bird,2010_005028,train
cow,2010_005031,validation
dog,2010_005033,train
dog,2010_005042,validation
chair,2010_005044,validation
diningtable,2010_005046,validation
dog,2010_005049,validation
chair,2010_005052,validation
bird,2010_005053,validation
train,2010_005055,train
aeroplane,2010_005059,validation
dog,2010_005060,train
cow,2010_005061,validation
cow,2010_005062,train
dog,2010_005064,train
sheep,2010_005066,validation
bird,2010_005068,train
dog,2010_005083,validation
dog,2010_005090,train
chair diningtable,2010_005094,train
bird,2010_005096,validation
sheep,2010_005098,train
aeroplane,2010_005101,train
aeroplane,2010_005106,train
horse,2010_005107,validation
dog,2010_005109,validation
sheep,2010_005120,validation
bird,2010_005129,train
train,2010_005130,validation
dog,2010_005134,train
dog,2010_005138,validation
dog,2010_005149,train
bird,2010_005152,validation
dog,2010_005159,validation
sheep,2010_005160,validation
cow,2010_005166,validation
aeroplane,2010_005167,validation
dog,2010_005169,validation
chair diningtable,2010_005170,train
horse,2010_005174,validation
sheep,2010_005183,train
aeroplane,2010_005184,validation
chair,2010_005188,validation
boat,2010_005192,validation
boat,2010_005198,train
dog,2010_005201,train
dog,2010_005206,validation
aeroplane,2010_005213,train
dog,2010_005215,validation
bird,2010_005217,train
chair,2010_005222,validation
cow,2010_005223,train
aeroplane,2010_005224,validation
dog,2010_005229,train
chair,2010_005238,train
dog,2010_005242,validation
chair horse,2010_005243,validation
dog,2010_005245,validation
dog,2010_005246,validation
boat,2010_005252,validation
dog,2010_005253,train
cow,2010_005258,train
sheep,2010_005260,train
chair,2010_005266,train
aeroplane,2010_005268,validation
dog horse,2010_005270,train
chair diningtable,2010_005273,train
dog,2010_005274,train
cow,2010_005276,train
sheep,2010_005285,validation
dog,2010_005292,validation
cow,2010_005297,train
aeroplane,2010_005301,train
dog,2010_005306,train
chair,2010_005308,train
train,2010_005309,train
sheep,2010_005310,train
dog,2010_005312,train
bird,2010_005320,train
dog,2010_005330,validation
dog,2010_005331,validation
boat,2010_005332,validation
horse,2010_005338,validation
chair diningtable,2010_005349,train
bird,2010_005350,train
bird,2010_005353,validation
dog,2010_005361,train
boat,2010_005364,train
aeroplane,2010_005365,train
diningtable,2010_005369,validation
chair,2010_005371,train
chair,2010_005372,validation
dog,2010_005375,validation
horse,2010_005376,train
diningtable,2010_005379,validation
aeroplane,2010_005382,validation
dog,2010_005384,train
sheep,2010_005385,train
chair,2010_005388,train
dog,2010_005391,train
chair diningtable,2010_005398,validation
boat,2010_005401,validation
dog,2010_005406,validation
sheep,2010_005416,validation
horse,2010_005417,train
dog,2010_005419,train
cow,2010_005424,validation
bird,2010_005426,train
bird,2010_005428,validation
dog,2010_005434,train
dog,2010_005448,validation
bird horse,2010_005452,validation
cow,2010_005458,train
train,2010_005463,validation
sheep,2010_005466,train
horse,2010_005467,validation
cow,2010_005468,train
horse,2010_005471,train
bird,2010_005472,validation
dog,2010_005475,train
horse,2010_005484,validation
dog,2010_005491,validation
chair diningtable,2010_005493,validation
bird,2010_005498,train
dog,2010_005500,train
train,2010_005506,train
bird,2010_005511,train
chair,2010_005512,train
sheep,2010_005514,validation
train,2010_005515,validation
bird,2010_005516,validation
sheep,2010_005519,train
dog,2010_005522,train
bird,2010_005531,validation
dog,2010_005532,validation
aeroplane,2010_005534,validation
chair,2010_005540,train
dog,2010_005548,validation
aeroplane,2010_005557,train
train,2010_005559,train
dog,2010_005561,train
cow,2010_005562,validation
train,2010_005565,train
sheep,2010_005566,validation
sheep,2010_005567,validation
dog,2010_005575,validation
diningtable,2010_005576,validation
dog,2010_005584,train
chair dog,2010_005585,train
bird,2010_005586,validation
boat,2010_005588,train
train,2010_005591,train
dog,2010_005594,validation
horse,2010_005595,train
boat,2010_005597,train
sheep,2010_005601,train
bird,2010_005603,train
dog,2010_005604,train
bird,2010_005608,train
dog,2010_005612,validation
dog,2010_005614,train
dog,2010_005615,train
chair,2010_005620,validation
dog,2010_005625,validation
chair diningtable,2010_005626,validation
dog,2010_005628,train
dog,2010_005629,train
aeroplane,2010_005632,validation
sheep,2010_005635,validation
chair dog,2010_005637,validation
dog,2010_005640,train
train,2010_005643,train
dog,2010_005644,validation
boat,2010_005646,train
bird,2010_005651,validation
chair diningtable,2010_005654,validation
dog,2010_005657,validation
dog,2010_005658,validation
dog,2010_005665,train
diningtable,2010_005666,validation
cow,2010_005668,train
dog,2010_005669,train
dog,2010_005671,validation
dog,2010_005681,validation
aeroplane,2010_005683,train
sheep,2010_005688,validation
boat,2010_005705,validation
train,2010_005706,validation
aeroplane,2010_005715,train
dog,2010_005716,train
aeroplane,2010_005718,validation
sheep,2010_005719,validation
bird,2010_005725,train
train,2010_005727,validation
horse,2010_005733,validation
dog,2010_005735,train
sheep,2010_005736,train
dog,2010_005738,validation
sheep,2010_005740,train
chair,2010_005746,train
dog,2010_005747,validation
horse,2010_005748,train
dog,2010_005753,train
chair,2010_005754,validation
diningtable,2010_005755,train
aeroplane,2010_005761,validation
chair diningtable,2010_005764,validation
sheep,2010_005767,validation
train,2010_005768,validation
chair dog,2010_005775,train
aeroplane,2010_005776,train
dog,2010_005777,validation
boat,2010_005780,validation
horse,2010_005784,validation
sheep,2010_005788,validation
dog,2010_005794,train
chair,2010_005800,train
dog,2010_005807,train
train,2010_005810,train
dog,2010_005815,validation
train,2010_005816,train
sheep,2010_005820,train
cow,2010_005824,validation
diningtable,2010_005825,train
dog,2010_005826,train
chair,2010_005830,train
chair,2010_005835,train
bird,2010_005837,validation
chair,2010_005843,validation
dog,2010_005847,train
dog,2010_005854,train
diningtable,2010_005865,train
dog,2010_005870,validation
train,2010_005871,validation
dog,2010_005874,train
aeroplane,2010_005877,validation
chair dog,2010_005882,validation
chair diningtable,2010_005884,validation
dog,2010_005885,validation
aeroplane,2010_005888,validation
chair,2010_005894,validation
bird,2010_005896,validation
dog,2010_005897,validation
dog,2010_005898,train
chair diningtable,2010_005901,validation
chair,2010_005906,train
dog,2010_005914,validation
horse,2010_005919,train
chair,2010_005921,train
cow,2010_005922,validation
boat,2010_005927,train
boat,2010_005928,train
dog,2010_005929,train
chair,2010_005930,train
train,2010_005934,validation
diningtable,2010_005936,validation
dog,2010_005937,validation
diningtable,2010_005938,validation
aeroplane,2010_005942,train
dog,2010_005943,validation
dog,2010_005948,train
aeroplane,2010_005953,validation
dog,2010_005958,train
bird,2010_005960,train
chair,2010_005967,train
bird,2010_005968,train
chair,2010_005972,train
aeroplane,2010_005974,train
chair,2010_005975,train
horse,2010_005976,validation
aeroplane,2010_005978,train
dog,2010_005981,validation
chair dog,2010_005982,train
chair diningtable,2010_005985,train
sheep,2010_005986,train
dog,2010_005987,train
dog,2010_005991,validation
dog,2010_005992,validation
bird cow,2010_005993,validation
dog,2010_005995,train
train,2010_005996,train
aeroplane,2010_005998,validation
dog,2010_006009,train
chair diningtable,2010_006010,validation
chair,2010_006015,train
aeroplane,2010_006023,train
sheep,2010_006026,validation
aeroplane,2010_006032,validation
aeroplane,2010_006034,validation
dog,2010_006035,validation
chair,2010_006041,validation
dog,2010_006042,train
train,2010_006054,validation
chair diningtable,2010_006056,validation
dog,2010_006057,validation
horse,2010_006062,validation
dog,2010_006066,train
aeroplane,2010_006067,train
dog,2010_006076,validation
dog,2010_006079,train
aeroplane,2010_006082,validation
bird,2010_006084,validation
dog,2010_006086,validation
bird,2011_000002,validation
chair,2011_000006,train
chair,2011_000009,validation
train,2011_000012,train
chair diningtable,2011_000016,validation
bird,2011_000017,train
horse,2011_000022,train
dog,2011_000028,train
chair,2011_000036,validation
chair,2011_000037,validation
horse,2011_000043,validation
dog,2011_000045,validation
boat,2011_000052,train
cow,2011_000057,validation
train,2011_000058,train
chair diningtable,2011_000065,validation
bird,2011_000068,train
cow,2011_000069,train
chair,2011_000071,validation
chair,2011_000072,train
chair,2011_000082,validation
dog,2011_000083,validation
boat,2011_000086,validation
sheep,2011_000096,validation
chair diningtable,2011_000098,validation
sheep,2011_000102,validation
aeroplane,2011_000103,validation
train,2011_000105,train
chair,2011_000108,train
cow,2011_000109,validation
bird,2011_000112,validation
bird,2011_000114,validation
aeroplane,2011_000116,train
dog,2011_000122,train
chair,2011_000124,validation
aeroplane,2011_000129,validation
boat,2011_000130,validation
horse,2011_000147,validation
bird,2011_000149,train
chair,2011_000152,train
boat,2011_000161,validation
aeroplane,2011_000163,validation
cow,2011_000166,validation
bird,2011_000185,validation
chair diningtable,2011_000192,train
train,2011_000195,validation
chair diningtable,2011_000196,train
train,2011_000197,train
chair dog,2011_000202,validation
diningtable,2011_000206,validation
horse train,2011_000210,validation
chair,2011_000213,validation
dog,2011_000216,train
bird,2011_000219,train
train,2011_000221,train
bird,2011_000222,train
chair diningtable,2011_000226,validation
cow,2011_000228,train
bird,2011_000232,validation
boat,2011_000234,validation
boat,2011_000238,validation
train,2011_000241,train
aeroplane,2011_000243,train
bird,2011_000246,validation
train,2011_000250,train
chair,2011_000253,validation
diningtable,2011_000257,validation
bird,2011_000268,train
bird,2011_000269,train
boat,2011_000273,validation
aeroplane,2011_000276,validation
train,2011_000277,train
boat,2011_000278,train
chair diningtable,2011_000282,train
train,2011_000283,validation
boat,2011_000286,train
chair,2011_000288,validation
chair,2011_000290,train
train,2011_000291,validation
cow,2011_000299,validation
dog,2011_000307,validation
cow,2011_000309,validation
chair dog,2011_000317,train
bird,2011_000320,validation
bird,2011_000324,train
aeroplane,2011_000329,train
sheep,2011_000332,validation
chair diningtable,2011_000338,validation
boat,2011_000342,train
horse,2011_000343,train
train,2011_000346,validation
boat,2011_000347,train
aeroplane,2011_000359,train
diningtable,2011_000361,train
horse,2011_000370,train
bird,2011_000374,validation
chair,2011_000383,train
dog,2011_000385,train
bird,2011_000392,train
horse,2011_000396,validation
train,2011_000398,train
sheep,2011_000404,validation
diningtable,2011_000408,validation
horse,2011_000418,validation
diningtable,2011_000427,validation
dog,2011_000428,train
dog,2011_000430,train
boat,2011_000435,validation
sheep,2011_000436,validation
train,2011_000442,train
dog,2011_000449,train
sheep,2011_000450,train
sheep,2011_000454,train
bird,2011_000456,validation
diningtable,2011_000461,train
chair,2011_000472,train
aeroplane,2011_000481,validation
bird,2011_000482,validation
train,2011_000491,train
chair diningtable,2011_000492,train
bird,2011_000494,train
train,2011_000498,validation
chair,2011_000499,train
cow,2011_000502,train
bird,2011_000511,validation
train,2011_000513,train
chair,2011_000518,validation
horse,2011_000519,validation
train,2011_000521,validation
horse,2011_000526,validation
chair diningtable,2011_000530,validation
aeroplane,2011_000531,train
dog,2011_000532,validation
dog,2011_000536,validation
horse,2011_000538,train
dog,2011_000542,train
bird cow,2011_000548,validation
bird,2011_000554,validation
boat,2011_000556,train
train,2011_000558,train
cow,2011_000566,validation
chair,2011_000567,train
chair,2011_000572,train
chair diningtable,2011_000573,train
chair,2011_000575,validation
dog,2011_000577,train
dog,2011_000578,train
aeroplane,2011_000586,train
aeroplane,2011_000592,validation
horse,2011_000594,train
diningtable,2011_000598,validation
chair,2011_000607,validation
chair,2011_000608,validation
cow,2011_000609,validation
horse,2011_000612,validation
diningtable,2011_000621,train
train,2011_000627,validation
horse,2011_000628,train
aeroplane,2011_000629,train
boat,2011_000631,train
sheep,2011_000641,train
cow,2011_000655,train
aeroplane,2011_000656,validation
chair,2011_000661,validation
chair,2011_000666,validation
bird,2011_000669,validation
bird,2011_000673,train
horse,2011_000675,train
chair,2011_000682,train
boat,2011_000683,validation
chair diningtable,2011_000684,train
train,2011_000688,validation
chair,2011_000689,train
diningtable,2011_000692,train
aeroplane,2011_000698,train
dog,2011_000709,validation
bird,2011_000718,validation
dog,2011_000730,train
chair diningtable,2011_000731,train
bird,2011_000734,validation
boat,2011_000744,validation
chair diningtable,2011_000745,validation
horse,2011_000748,train
boat,2011_000749,validation
chair,2011_000755,train
dog,2011_000757,train
sheep,2011_000759,train
cow,2011_000763,train
horse,2011_000771,train
dog,2011_000772,validation
cow,2011_000778,validation
cow,2011_000784,validation
dog,2011_000788,train
aeroplane,2011_000790,train
aeroplane,2011_000793,train
aeroplane,2011_000807,validation
chair,2011_000809,validation
chair,2011_000813,validation
chair diningtable,2011_000815,train
train,2011_000819,train
chair diningtable,2011_000823,train
diningtable,2011_000827,train
sheep,2011_000829,train
bird,2011_000831,train
bird sheep,2011_000834,train
chair diningtable,2011_000837,train
boat,2011_000839,train
horse,2011_000840,train
aeroplane,2011_000845,train
diningtable,2011_000847,train
train,2011_000848,train
bird,2011_000850,validation
train,2011_000858,train
aeroplane,2011_000872,validation
aeroplane,2011_000874,validation
chair diningtable,2011_000875,train
aeroplane,2011_000882,train
chair,2011_000885,train
horse,2011_000893,train
train,2011_000895,train
train,2011_000909,validation
bird,2011_000912,validation
chair,2011_000917,validation
chair diningtable,2011_000919,validation
aeroplane,2011_000922,train
horse,2011_000930,validation
chair diningtable,2011_000932,validation
train,2011_000944,train
chair diningtable,2011_000947,train
diningtable,2011_000953,validation
chair,2011_000957,validation
dog,2011_000961,validation
chair,2011_000965,validation
chair,2011_000971,train
aeroplane,2011_000975,train
train,2011_000979,train
dog,2011_000981,train
horse,2011_000982,train
chair,2011_000983,train
boat,2011_000986,validation
train,2011_000987,train
diningtable,2011_000996,train
train,2011_000997,train
bird boat,2011_001001,train
diningtable,2011_001008,validation
chair diningtable,2011_001009,train
dog,2011_001014,validation
bird,2011_001016,train
train,2011_001019,validation
sheep,2011_001020,validation
chair,2011_001023,train
chair,2011_001027,train
boat,2011_001029,validation
chair,2011_001031,train
chair,2011_001032,validation
aeroplane,2011_001044,validation
cow,2011_001047,validation
train,2011_001052,train
dog,2011_001054,validation
diningtable,2011_001058,validation
train,2011_001060,validation
chair,2011_001071,validation
aeroplane,2011_001073,train
cow,2011_001079,train
horse,2011_001080,train
aeroplane,2011_001081,validation
train,2011_001082,validation
bird,2011_001084,validation
train,2011_001086,validation
boat,2011_001097,train
chair diningtable,2011_001106,validation
chair,2011_001111,validation
aeroplane,2011_001114,validation
bird,2011_001117,train
train,2011_001126,validation
dog,2011_001127,train
aeroplane,2011_001133,train
bird,2011_001134,train
chair,2011_001135,train
chair,2011_001137,validation
bird diningtable,2011_001139,train
dog,2011_001144,train
chair,2011_001150,train
train,2011_001152,validation
aeroplane,2011_001158,validation
cow,2011_001159,validation
boat,2011_001160,validation
boat,2011_001161,validation
cow,2011_001163,train
train,2011_001166,train
chair diningtable,2011_001167,validation
horse,2011_001169,train
chair,2011_001175,train
boat,2011_001176,train
aeroplane,2011_001188,train
bird boat,2011_001189,train
dog,2011_001198,train
chair diningtable,2011_001208,train
bird,2011_001211,train
diningtable,2011_001215,train
train,2011_001217,validation
diningtable,2011_001220,train
boat chair diningtable,2011_001221,validation
chair,2011_001223,validation
chair,2011_001226,validation
bird,2011_001229,validation
cow,2011_001232,validation
sheep,2011_001240,train
horse,2011_001245,validation
sheep,2011_001246,train
horse,2011_001251,validation
boat,2011_001252,validation
horse,2011_001253,train
bird,2011_001254,train
aeroplane,2011_001257,train
bird,2011_001259,train
aeroplane,2011_001263,validation
diningtable dog,2011_001276,validation
train,2011_001281,validation
cow,2011_001282,validation
dog,2011_001284,validation
bird,2011_001287,validation
dog,2011_001288,validation
diningtable,2011_001295,validation
chair,2011_001304,validation
chair diningtable,2011_001305,validation
boat,2011_001310,train
aeroplane,2011_001315,validation
cow,2011_001318,train
chair,2011_001319,validation
aeroplane,2011_001320,train
bird,2011_001326,validation
sheep,2011_001329,validation
chair diningtable,2011_001330,validation
cow,2011_001333,train
horse,2011_001335,validation
diningtable,2011_001336,train
train,2011_001337,validation
dog,2011_001344,train
chair,2011_001346,validation
sheep,2011_001350,validation
cow,2011_001354,train
chair diningtable,2011_001366,validation
chair,2011_001370,validation
sheep,2011_001373,train
train,2011_001375,validation
train,2011_001381,train
diningtable,2011_001382,train
boat,2011_001384,train
dog,2011_001389,validation
cow,2011_001399,validation
chair,2011_001402,train
chair,2011_001404,validation
aeroplane,2011_001407,validation
chair diningtable,2011_001412,train
bird,2011_001421,validation
cow,2011_001424,train
bird,2011_001432,train
aeroplane,2011_001434,validation
chair,2011_001447,validation
chair,2011_001451,train
aeroplane,2011_001455,train
chair,2011_001456,train
bird,2011_001463,train
dog,2011_001464,train
chair,2011_001466,train
bird,2011_001471,validation
aeroplane,2011_001476,train
aeroplane,2011_001480,train
aeroplane,2011_001489,validation
bird,2011_001505,train
aeroplane,2011_001514,train
chair,2011_001524,validation
train,2011_001525,validation
chair diningtable,2011_001526,train
cow,2011_001530,validation
boat,2011_001532,train
horse,2011_001537,train
aeroplane,2011_001541,validation
dog,2011_001543,validation
horse,2011_001544,validation
cow,2011_001546,validation
dog,2011_001547,train
sheep,2011_001549,train
boat,2011_001557,train
bird,2011_001558,validation
train,2011_001560,train
chair,2011_001566,train
chair,2011_001567,validation
diningtable,2011_001571,train
chair,2011_001573,validation
boat,2011_001582,train
chair diningtable,2011_001586,train
boat,2011_001589,validation
boat,2011_001591,validation
boat,2011_001592,validation
chair,2011_001600,train
train,2011_001602,train
dog,2011_001608,validation
boat,2011_001613,validation
train,2011_001614,validation
diningtable,2011_001616,train
chair,2011_001621,train
aeroplane,2011_001624,validation
horse,2011_001625,train
dog,2011_001642,validation
aeroplane,2011_001647,train
chair,2011_001650,train
bird,2011_001652,train
cow,2011_001653,train
train,2011_001655,validation
horse,2011_001656,train
dog,2011_001662,train
chair diningtable,2011_001665,validation
chair,2011_001666,train
train,2011_001671,train
diningtable,2011_001678,validation
cow,2011_001679,train
chair,2011_001689,train
boat,2011_001693,validation
bird,2011_001694,train
aeroplane,2011_001699,validation
cow,2011_001708,validation
boat,2011_001710,train
bird,2011_001712,validation
dog,2011_001714,validation
chair diningtable,2011_001715,train
chair,2011_001719,validation
horse,2011_001722,validation
dog,2011_001727,train
train,2011_001741,validation
dog,2011_001745,validation
aeroplane,2011_001753,train
sheep,2011_001757,validation
bird,2011_001764,train
chair,2011_001766,train
chair,2011_001769,train
diningtable,2011_001770,validation
boat,2011_001771,validation
train,2011_001776,train
bird,2011_001779,train
cow,2011_001782,validation
chair diningtable,2011_001785,validation
aeroplane,2011_001789,train
chair,2011_001791,train
boat,2011_001793,validation
train,2011_001796,train
aeroplane,2011_001800,validation
cow dog,2011_001805,train
sheep,2011_001810,train
chair,2011_001811,train
chair,2011_001812,validation
horse,2011_001815,validation
diningtable,2011_001819,validation
diningtable,2011_001820,validation
sheep,2011_001822,validation
aeroplane,2011_001824,validation
horse,2011_001825,validation
train,2011_001827,validation
chair,2011_001833,train
chair,2011_001834,validation
cow,2011_001840,train
chair diningtable,2011_001842,validation
chair diningtable,2011_001847,validation
cow,2011_001854,validation
dog,2011_001855,train
aeroplane,2011_001858,validation
chair diningtable dog,2011_001862,validation
bird,2011_001866,train
dog,2011_001868,validation
aeroplane,2011_001871,train
aeroplane,2011_001872,train
bird,2011_001873,validation
aeroplane,2011_001875,train
dog,2011_001877,validation
aeroplane,2011_001880,validation
chair diningtable,2011_001884,train
boat,2011_001886,train
train,2011_001889,train
horse,2011_001893,train
chair diningtable,2011_001900,validation
boat,2011_001901,train
bird,2011_001902,train
train,2011_001904,train
diningtable,2011_001920,train
bird,2011_001924,train
train,2011_001927,validation
chair,2011_001930,train
chair,2011_001932,validation
chair,2011_001938,train
chair diningtable,2011_001941,validation
cow,2011_001942,validation
dog,2011_001944,train
chair,2011_001946,validation
cow,2011_001950,train
train,2011_001951,validation
bird,2011_001952,train
horse,2011_001956,train
bird,2011_001959,train
boat,2011_001961,train
aeroplane,2011_001962,validation
bird,2011_001967,train
chair,2011_001972,train
diningtable,2011_001975,validation
dog,2011_001984,validation
sheep,2011_001986,validation
boat,2011_001991,train
chair,2011_002005,train
aeroplane,2011_002012,train
bird,2011_002016,validation
cow,2011_002018,validation
cow,2011_002019,validation
sheep,2011_002027,train
boat,2011_002036,validation
chair,2011_002038,validation
dog,2011_002040,validation
chair,2011_002041,validation
